pid,year_t0,year_t1,telco_t0,telco_t1,churn_any,churn_to_mvno,a03002_tminus1,a03024_tminus1,a03026_tminus1,c01002_tminus1,c01004_tminus1,c02003_tminus1,c02001_tminus1,age1_tminus1,income1_tminus1,job1_tminus1
104900004,2024,2025,1.0,1.0,0,0,3.0,0.0,0.0,5.0,1.0,1.0,4.0,13,1,0
10490001,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,44,8,1
10490001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,45,11,1
10490001,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,46,11,1
10490001,2023,2024,1.0,1.0,0,0,3.0,1.0,0.0,7.0,1.0,1.0,1.0,47,11,1
10490001,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,9.0,2.0,0.0,1.0,48,12,1
10490002,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,43,1,0
10490002,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,44,1,0
10490002,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,6.0,1.0,1.0,4.0,45,1,0
10490002,2023,2024,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,46,1,0
10490002,2024,2025,1.0,2.0,1,0,3.0,1.0,1.0,9.0,1.0,0.0,4.0,47,1,0
10490003,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,14,1,0
10490003,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,15,1,0
10490003,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,16,1,0
10490004,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,11,1,0
10490004,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,12,1,0
10490004,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,13,1,0
104910001,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,69,8,1
104910001,2021,2022,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,70,7,1
104910001,2022,2023,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,71,6,1
104910001,2023,2024,1.0,1.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,72,18,1
104910001,2024,2025,1.0,1.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,73,8,0
104910002,2020,2021,1.0,1.0,0,0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,44,18,1
104910002,2021,2022,1.0,1.0,0,0,2.0,1.0,1.0,7.0,5.0,1.0,1.0,45,17,1
104910002,2022,2023,1.0,1.0,0,0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,46,18,1
104910002,2023,2024,1.0,1.0,0,0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,47,18,1
104910002,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,48,18,1
104910003,2020,2021,1.0,1.0,0,0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,38,3,0
104910003,2021,2022,1.0,1.0,0,0,2.0,1.0,1.0,7.0,3.0,1.0,1.0,39,1,0
104910003,2022,2023,1.0,1.0,0,0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,40,1,0
104910003,2023,2024,1.0,1.0,0,0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,41,1,0
104910003,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,42,1,0
104920001,2020,2021,1.0,1.0,0,0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,37,9,1
104920002,2020,2021,3.0,3.0,0,0,2.0,1.0,1.0,9.0,1.0,0.0,4.0,37,1,0
104920003,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,10,1,0
104930001,2020,2021,1.0,3.0,1,0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,45,10,1
104930001,2021,2022,3.0,3.0,0,0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,46,10,1
104930001,2022,2023,3.0,3.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,47,11,1
104930001,2023,2024,3.0,3.0,0,0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,48,11,1
104930001,2024,2025,3.0,3.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,49,11,1
104930002,2020,2021,1.0,3.0,1,0,2.0,1.0,1.0,7.0,1.0,1.0,4.0,41,10,1
104930002,2021,2022,3.0,3.0,0,0,4.0,0.0,0.0,6.0,1.0,1.0,4.0,42,1,0
104930002,2022,2023,3.0,3.0,0,0,4.0,1.0,0.0,6.0,1.0,1.0,4.0,43,1,0
104930002,2023,2024,3.0,3.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,44,1,0
104930002,2024,2025,3.0,3.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,45,1,0
104930003,2023,2024,4.0,4.0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,10,1,0
104930003,2024,2025,4.0,4.0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,11,1,0
104930004,2023,2024,4.0,4.0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,9,1,0
104930004,2024,2025,4.0,4.0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,10,1,0
104940001,2020,2021,1.0,1.0,0,0,4.0,1.0,0.0,8.0,1.0,1.0,1.0,42,18,1
104940001,2021,2022,1.0,3.0,1,0,4.0,1.0,1.0,7.0,3.0,0.0,1.0,43,17,1
104940001,2022,2023,3.0,4.0,1,1,3.0,1.0,1.0,7.0,1.0,1.0,1.0,44,18,1
104940001,2023,2024,4.0,4.0,0,0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,45,18,1
104940001,2024,2025,4.0,4.0,0,0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,46,1,0
104940002,2020,2021,1.0,1.0,0,0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,44,7,1
104940002,2021,2022,1.0,4.0,1,1,4.0,1.0,1.0,6.0,1.0,0.0,1.0,45,5,1
104940002,2022,2023,4.0,4.0,0,0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,46,4,1
104940002,2023,2024,4.0,4.0,0,0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,47,1,0
104940002,2024,2025,4.0,4.0,0,0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,48,1,0
104940003,2023,2024,4.0,4.0,0,0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,11,1,0
104940003,2024,2025,4.0,4.0,0,0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,12,1,0
104950001,2020,2021,3.0,3.0,0,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,36,8,1
104950001,2021,2022,3.0,3.0,0,0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,37,8,1
104950001,2022,2023,3.0,3.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,38,9,1
104950001,2023,2024,3.0,3.0,0,0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,39,9,1
104950001,2024,2025,3.0,1.0,1,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,40,10,1
104950002,2020,2021,3.0,3.0,0,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,41,10,1
104950002,2021,2022,3.0,3.0,0,0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,42,10,1
104950002,2022,2023,3.0,2.0,1,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,43,11,1
104950002,2023,2024,2.0,3.0,1,0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,44,13,1
104950002,2024,2025,3.0,1.0,1,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,45,12,1
104950003,2023,2024,3.0,3.0,0,0,4.0,0.0,0.0,3.0,1.0,1.0,4.0,11,1,0
104960001,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,39,18,1
104960001,2021,2022,1.0,1.0,0,0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,40,17,1
104960002,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,38,1,0
104960002,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,10.0,1.0,1.0,4.0,39,1,0
104960003,2020,2021,1.0,1.0,0,0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,10,1,0
104960003,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,11,1,0
104960004,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,9,1,0
104970001,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,38,11,1
104970001,2021,2022,1.0,1.0,0,0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,39,10,1
104970001,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,40,11,1
104970001,2023,2024,1.0,1.0,0,0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,41,12,1
104970001,2024,2025,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,42,12,1
104970002,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,37,3,1
104970002,2021,2022,1.0,1.0,0,0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,38,2,1
104970002,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,39,3,1
104970002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,40,1,0
104970002,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,5.0,1.0,1.0,4.0,41,1,0
104970003,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,8,1,0
104970003,2022,2023,1.0,3.0,1,0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,9,1,0
104970003,2023,2024,3.0,3.0,0,0,4.0,0.0,0.0,2.0,1.0,1.0,4.0,10,1,0
104970003,2024,2025,3.0,1.0,1,0,4.0,0.0,0.0,3.0,1.0,1.0,4.0,11,1,0
104970004,2023,2024,3.0,3.0,0,0,4.0,0.0,0.0,2.0,1.0,1.0,4.0,7,1,0
104970004,2024,2025,3.0,1.0,1,0,4.0,0.0,0.0,3.0,1.0,1.0,4.0,8,1,0
104980001,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,47,13,1
104980001,2021,2022,2.0,2.0,0,0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,48,14,1
104980001,2022,2023,2.0,2.0,0,0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,49,15,1
104980002,2020,2021,2.0,2.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,45,1,0
104980002,2021,2022,2.0,2.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,46,2,0
104980002,2022,2023,2.0,2.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,47,1,0
104980003,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,6.0,2.0,1.0,4.0,16,1,0
104980003,2021,2022,2.0,2.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,17,1,0
104980003,2022,2023,2.0,2.0,0,0,2.0,1.0,0.0,3.0,2.0,1.0,4.0,18,1,0
104990001,2020,2021,1.0,1.0,0,0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,50,10,1
104990002,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,47,3,1
104990002,2021,2022,1.0,1.0,0,0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,48,4,1
104990003,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,16,1,0
104990004,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,14,1,0
105020001,2020,2021,1.0,2.0,1,0,2.0,0.0,0.0,7.0,3.0,1.0,1.0,40,9,1
105020001,2021,2022,2.0,1.0,1,0,3.0,0.0,0.0,5.0,3.0,1.0,1.0,41,9,1
105020001,2022,2023,1.0,2.0,1,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,42,9,1
105020001,2023,2024,2.0,1.0,1,0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,43,9,1
105020001,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,44,9,1
105020002,2020,2021,1.0,2.0,1,0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,39,7,1
105020002,2021,2022,2.0,1.0,1,0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,40,7,1
105020002,2022,2023,1.0,2.0,1,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,41,7,1
105020002,2023,2024,2.0,1.0,1,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,42,7,1
105020002,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,6.0,5.0,1.0,1.0,43,7,1
105020003,2020,2021,1.0,3.0,1,0,2.0,0.0,0.0,6.0,2.0,1.0,4.0,11,1,0
105020003,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,12,1,0
105020003,2022,2023,1.0,2.0,1,0,3.0,1.0,1.0,5.0,3.0,1.0,4.0,13,1,0
105020003,2023,2024,2.0,1.0,1,0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,14,1,0
105020003,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,4.0,4.0,1.0,4.0,15,1,0
105030001,2020,2021,3.0,3.0,0,0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,50,9,1
105030001,2021,2022,3.0,1.0,1,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,51,9,1
105030001,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,52,8,1
105030001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,8.0,4.0,1.0,1.0,53,9,1
105030001,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,7.0,5.0,1.0,1.0,54,8,1
105030002,2020,2021,3.0,3.0,0,0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,48,6,1
105030002,2021,2022,3.0,1.0,1,0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,49,1,0
105030002,2022,2023,1.0,1.0,0,0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,50,1,0
105030002,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,51,6,1
105030002,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,8.0,4.0,1.0,1.0,52,8,1
105030003,2020,2021,3.0,3.0,0,0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,12,1,0
105030003,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,13,1,0
105030003,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,14,1,0
105030003,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,15,1,0
105030003,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,4.0,5.0,1.0,4.0,16,1,0
105040001,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,60,9,1
105040001,2021,2022,2.0,2.0,0,0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,61,8,1
105040001,2022,2023,2.0,1.0,1,0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,62,9,1
105040001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,63,9,1
105040001,2024,2025,1.0,2.0,1,0,4.0,1.0,0.0,6.0,5.0,1.0,1.0,64,9,1
105040002,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,58,1,0
105040002,2021,2022,2.0,2.0,0,0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,59,1,0
105040002,2022,2023,2.0,1.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,60,1,0
105040002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,61,1,0
105040002,2024,2025,1.0,2.0,1,0,4.0,1.0,0.0,5.0,5.0,1.0,1.0,62,1,0
105050001,2020,2021,1.0,3.0,1,0,2.0,0.0,0.0,7.0,3.0,0.0,1.0,56,9,1
105050001,2021,2022,3.0,3.0,0,0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,57,9,1
105050001,2022,2023,3.0,3.0,0,0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,58,9,1
105050001,2023,2024,3.0,2.0,1,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,59,9,1
105050001,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,6.0,4.0,1.0,1.0,60,7,1
105050002,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,55,7,1
105050002,2021,2022,2.0,3.0,1,0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,56,6,1
105050002,2022,2023,3.0,3.0,0,0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,57,7,1
105050002,2023,2024,3.0,2.0,1,0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,58,6,1
105050002,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,5.0,4.0,1.0,1.0,59,8,1
105060001,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,58,4,1
105060001,2021,2022,2.0,3.0,1,0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,59,4,1
105060001,2022,2023,3.0,2.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,60,6,1
105060001,2023,2024,2.0,2.0,0,0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,61,7,1
105060001,2024,2025,2.0,3.0,1,0,4.0,1.0,0.0,5.0,4.0,1.0,1.0,62,7,1
105060002,2020,2021,2.0,1.0,1,0,2.0,0.0,1.0,7.0,4.0,1.0,1.0,31,8,1
105060002,2021,2022,1.0,3.0,1,0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,32,9,1
105060002,2022,2023,3.0,2.0,1,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,33,8,1
105060002,2023,2024,2.0,1.0,1,0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,34,8,1
105060002,2024,2025,1.0,3.0,1,0,4.0,1.0,0.0,7.0,5.0,1.0,1.0,35,8,1
105070001,2020,2021,1.0,3.0,1,0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,42,9,1
105070001,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,43,8,1
105070001,2022,2023,1.0,3.0,1,0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,44,9,1
105070001,2023,2024,3.0,1.0,1,0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,45,9,1
105070001,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,7.0,5.0,1.0,1.0,46,9,1
105070002,2020,2021,1.0,3.0,1,0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,41,5,1
105070002,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,42,5,1
105070002,2022,2023,1.0,2.0,1,0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,43,5,1
105070002,2023,2024,2.0,1.0,1,0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,44,6,1
105070002,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,6.0,4.0,1.0,1.0,45,7,1
105070003,2020,2021,1.0,3.0,1,0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,10,1,0
105070003,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,11,1,0
105070003,2022,2023,1.0,2.0,1,0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,12,1,0
105070003,2023,2024,2.0,1.0,1,0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,13,1,0
105070003,2024,2025,1.0,1.0,0,0,3.0,1.0,0.0,4.0,4.0,1.0,4.0,14,1,0
105080001,2020,2021,1.0,2.0,1,0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,60,1,0
105080001,2021,2022,2.0,3.0,1,0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,61,5,1
105080001,2022,2023,3.0,1.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,62,4,1
105080001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,63,6,1
105080001,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,7.0,4.0,1.0,1.0,64,7,1
105080002,2020,2021,1.0,3.0,1,0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,34,7,1
105080002,2021,2022,3.0,3.0,0,0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,35,7,1
105080002,2022,2023,3.0,1.0,1,0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,36,7,1
105080002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,37,7,1
105080002,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,7.0,5.0,1.0,1.0,38,8,1
105080003,2020,2021,1.0,3.0,1,0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,32,6,1
105080003,2021,2022,3.0,3.0,0,0,3.0,0.0,0.0,6.0,3.0,0.0,1.0,33,7,1
105080003,2022,2023,3.0,1.0,1,0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,34,7,1
105080003,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,9.0,4.0,1.0,1.0,35,7,1
105080003,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,7.0,5.0,1.0,1.0,36,8,1
105090001,2020,2021,3.0,2.0,1,0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,58,5,1
105090001,2021,2022,2.0,2.0,0,0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,59,4,1
105090001,2022,2023,2.0,3.0,1,0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,60,5,1
105090001,2023,2024,3.0,2.0,1,0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,61,6,1
105090001,2024,2025,2.0,3.0,1,0,4.0,1.0,0.0,5.0,4.0,1.0,1.0,62,7,1
105090002,2020,2021,3.0,2.0,1,0,3.0,0.0,1.0,5.0,3.0,1.0,1.0,31,8,1
105090002,2021,2022,2.0,3.0,1,0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,32,9,1
105090002,2022,2023,3.0,3.0,0,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,33,8,1
105090002,2023,2024,3.0,1.0,1,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,34,9,1
105090002,2024,2025,1.0,3.0,1,0,4.0,1.0,0.0,7.0,5.0,1.0,1.0,35,8,1
105100001,2020,2021,2.0,2.0,0,0,3.0,0.0,1.0,5.0,3.0,1.0,1.0,40,9,1
105100001,2021,2022,2.0,3.0,1,0,3.0,0.0,0.0,5.0,3.0,1.0,1.0,41,9,1
105100001,2022,2023,3.0,1.0,1,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,42,9,1
105100001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,8.0,4.0,1.0,1.0,43,9,1
105100001,2024,2025,1.0,2.0,1,0,4.0,1.0,0.0,6.0,4.0,1.0,1.0,44,9,1
105100002,2020,2021,2.0,2.0,0,0,3.0,0.0,0.0,4.0,3.0,1.0,1.0,39,5,1
105100002,2021,2022,2.0,3.0,1,0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,40,7,1
105100002,2022,2023,3.0,1.0,1,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,41,7,1
105100002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,42,7,1
105100002,2024,2025,1.0,2.0,1,0,4.0,1.0,0.0,6.0,4.0,1.0,1.0,43,7,1
105100003,2020,2021,2.0,3.0,1,0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,9,1,0
105100003,2021,2022,3.0,3.0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,10,1,0
105100003,2022,2023,3.0,1.0,1,0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,11,1,0
105100003,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,12,1,0
105110001,2020,2021,1.0,3.0,1,0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,61,8,1
105110001,2021,2022,3.0,3.0,0,0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,62,8,1
105110001,2022,2023,3.0,1.0,1,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,63,9,1
105110001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,64,9,1
105110001,2024,2025,2.0,3.0,1,0,4.0,1.0,0.0,6.0,1.0,1.0,1.0,65,8,1
105110002,2020,2021,1.0,3.0,1,0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,60,4,1
105110002,2021,2022,3.0,3.0,0,0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,61,4,1
105110002,2022,2023,3.0,1.0,1,0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,62,5,1
105110002,2023,2024,1.0,3.0,1,0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,63,6,1
105110002,2024,2025,3.0,3.0,0,0,3.0,1.0,0.0,7.0,1.0,1.0,1.0,64,6,1
105120001,2020,2021,2.0,3.0,1,0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,54,7,1
105120001,2021,2022,3.0,1.0,1,0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,55,9,1
105120001,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,56,8,1
105120001,2023,2024,1.0,3.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,57,8,1
105120001,2024,2025,3.0,1.0,1,0,3.0,1.0,0.0,8.0,5.0,1.0,1.0,58,9,1
105120002,2020,2021,2.0,2.0,0,0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,52,5,1
105120002,2021,2022,2.0,1.0,1,0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,53,4,1
105120002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,3.0,1.0,1.0,54,6,1
105120002,2023,2024,1.0,3.0,1,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,55,7,1
105120002,2024,2025,3.0,1.0,1,0,3.0,1.0,0.0,8.0,5.0,1.0,1.0,56,8,1
105120003,2020,2021,1.0,3.0,1,0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,30,5,1
105120003,2021,2022,3.0,1.0,1,0,4.0,0.0,0.0,6.0,3.0,1.0,1.0,31,7,1
105120003,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,3.0,1.0,1.0,32,6,1
105120003,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,33,8,1
