pid,year_t0,year_t1,telco_t0,telco_t1,churn_any,churn_to_mvno,a03002_tminus1,a03024_tminus1,a03026_tminus1,c01002_tminus1,c01004_tminus1,c02003_tminus1,c02001_tminus1,age1_tminus1,income1_tminus1,job1_tminus1
23930007,2023,2024,3.0,2.0,1,0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,37,9,1
23930007,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,38,8,1
23940001,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,51,6,1
23940001,2021,2022,1.0,1.0,0,0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,52,5,1
23940001,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,53,5,1
23940001,2023,2024,1.0,1.0,0,0,3.0,1.0,1.0,5.0,3.0,0.0,1.0,54,5,1
23940001,2024,2025,1.0,2.0,1,0,4.0,1.0,1.0,5.0,1.0,0.0,1.0,55,4,1
23940002,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,75,1,0
23940002,2021,2022,1.0,1.0,0,0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,76,1,0
23940002,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,77,1,0
23940002,2023,2024,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,78,2,0
23940002,2024,2025,1.0,3.0,1,0,3.0,1.0,1.0,4.0,1.0,0.0,4.0,79,1,0
23960001,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,44,7,1
23960001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,45,7,1
23960001,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,46,7,1
23960001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,47,7,1
23960001,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,5.0,2.0,0.0,1.0,48,10,1
23960002,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,5.0,1.0,0.0,4.0,42,1,0
23960002,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,2.0,1.0,4.0,43,1,0
23960002,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,44,1,0
23960002,2023,2024,1.0,2.0,1,0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,45,1,0
23960002,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,46,1,0
23960003,2020,2021,1.0,2.0,1,0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,12,1,0
23960003,2021,2022,2.0,1.0,1,0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,13,1,0
23960003,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,14,1,0
23970001,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,62,7,1
23970001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,63,7,1
23970001,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,64,7,1
23970001,2023,2024,1.0,1.0,0,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,65,7,1
23970001,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,66,7,1
23970002,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,58,1,0
23970002,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,2.0,1.0,4.0,59,1,0
23970002,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,60,1,0
23970002,2023,2024,1.0,3.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,61,1,0
23970002,2024,2025,3.0,3.0,0,0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,62,1,0
23970003,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,9.0,2.0,1.0,1.0,36,7,1
23970003,2021,2022,1.0,1.0,0,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,37,7,1
23970003,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,38,7,1
23970003,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,39,7,1
23970003,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,40,7,1
23980001,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,5.0,2.0,0.0,1.0,62,5,1
23980001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,63,6,1
23980001,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,9.0,2.0,0.0,1.0,64,7,1
23980001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,7.0,2.0,0.0,1.0,65,7,1
23980001,2024,2025,2.0,1.0,1,0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,66,6,1
23980002,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,58,1,0
23980002,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,5.0,2.0,1.0,4.0,59,1,0
23980002,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,0.0,4.0,60,1,0
23980002,2023,2024,1.0,2.0,1,0,3.0,1.0,0.0,5.0,1.0,0.0,4.0,61,1,0
23980002,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,62,1,0
2400001,2021,2022,1.0,1.0,0,0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,68,3,1
2400001,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,69,6,1
2400001,2023,2024,1.0,1.0,0,0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,70,6,1
2400001,2024,2025,1.0,2.0,1,0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,71,6,1
2400002,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,66,1,0
2400002,2021,2022,1.0,1.0,0,0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,67,1,0
2400002,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,68,1,0
2400002,2023,2024,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,69,1,0
2400002,2024,2025,1.0,2.0,1,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,70,1,0
24010001,2020,2021,1.0,3.0,1,0,4.0,1.0,1.0,9.0,2.0,1.0,1.0,53,8,1
24010001,2021,2022,3.0,1.0,1,0,4.0,1.0,1.0,9.0,3.0,1.0,1.0,54,9,1
24010001,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,55,8,1
24010001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,56,9,1
24010001,2024,2025,1.0,3.0,1,0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,57,8,1
24010002,2020,2021,3.0,3.0,0,0,3.0,0.0,0.0,5.0,2.0,1.0,4.0,47,1,0
24010002,2021,2022,3.0,1.0,1,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,48,1,0
24010002,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,4.0,49,1,0
24010002,2023,2024,1.0,2.0,1,0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,50,1,0
24010002,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,51,1,0
24010003,2020,2021,1.0,3.0,1,0,4.0,1.0,1.0,9.0,2.0,1.0,1.0,26,5,1
24010004,2020,2021,2.0,3.0,1,0,4.0,1.0,0.0,6.0,3.0,1.0,4.0,23,1,0
24010004,2021,2022,3.0,1.0,1,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,24,5,1
24010004,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,25,7,1
24010005,2020,2021,2.0,3.0,1,0,3.0,1.0,0.0,4.0,2.0,1.0,4.0,14,1,0
24010005,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,15,1,0
24010005,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,16,1,0
24010006,2020,2021,2.0,3.0,1,0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,10,1,0
24010006,2021,2022,3.0,1.0,1,0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,11,1,0
24010006,2022,2023,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,12,1,0
24010006,2023,2024,1.0,1.0,0,0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,13,1,0
24040001,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,53,8,1
24040001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,54,9,1
24040001,2022,2023,1.0,3.0,1,0,4.0,1.0,1.0,8.0,2.0,0.0,1.0,55,9,1
24040001,2023,2024,3.0,1.0,1,0,4.0,1.0,1.0,7.0,2.0,0.0,1.0,56,9,1
24040001,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,57,10,1
24040002,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,49,1,0
24040002,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,50,1,0
24040002,2022,2023,1.0,3.0,1,0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,51,1,0
24040002,2023,2024,3.0,1.0,1,0,3.0,1.0,0.0,5.0,1.0,0.0,4.0,52,1,0
24040002,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,53,1,1
24060001,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,8.0,5.0,1.0,1.0,60,7,1
24060001,2021,2022,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,61,7,1
24060001,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,62,7,1
24060001,2023,2024,1.0,2.0,1,0,3.0,0.0,0.0,5.0,4.0,0.0,1.0,63,7,1
24060001,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,64,6,1
24060002,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,57,1,0
24060002,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,58,1,0
24060002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,4.0,59,1,0
24060002,2023,2024,1.0,1.0,0,0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,60,1,0
24060002,2024,2025,1.0,4.0,1,1,4.0,1.0,0.0,7.0,1.0,0.0,1.0,61,1,0
24060004,2020,2021,2.0,1.0,1,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,27,6,1
24060004,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,8.0,1.0,1.0,1.0,28,7,1
24060005,2020,2021,2.0,1.0,1,0,4.0,1.0,1.0,6.0,2.0,1.0,4.0,20,1,0
24060005,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,7.0,3.0,1.0,4.0,21,1,0
24060005,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,2.0,1.0,4.0,22,1,0
24060005,2023,2024,1.0,3.0,1,0,4.0,1.0,1.0,6.0,3.0,0.0,4.0,23,1,0
24060005,2024,2025,3.0,1.0,1,0,4.0,1.0,0.0,9.0,2.0,0.0,1.0,24,1,0
24080001,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,50,10,1
24080001,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,51,10,1
24080001,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,6.0,1.0,1.0,4.0,52,12,1
24080001,2023,2024,1.0,1.0,0,0,3.0,0.0,0.0,6.0,3.0,1.0,1.0,53,10,1
24080001,2024,2025,1.0,1.0,0,0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,54,9,1
24080002,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,45,8,1
24080002,2021,2022,1.0,1.0,0,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,46,8,1
24080002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,11.0,8.0,1.0,1.0,47,9,1
24080002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,11.0,3.0,1.0,1.0,48,5,0
24080002,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,49,1,0
24080003,2021,2022,1.0,1.0,0,0,2.0,1.0,1.0,7.0,1.0,1.0,4.0,20,1,0
24080003,2022,2023,1.0,1.0,0,0,2.0,1.0,0.0,5.0,1.0,1.0,4.0,21,3,0
24080004,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,16,1,0
24080004,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,17,1,0
24080004,2022,2023,1.0,1.0,0,0,3.0,0.0,0.0,7.0,5.0,1.0,4.0,18,1,0
24080004,2023,2024,1.0,1.0,0,0,4.0,0.0,1.0,7.0,5.0,1.0,4.0,19,1,0
24080004,2024,2025,1.0,1.0,0,0,4.0,0.0,1.0,11.0,1.0,1.0,4.0,20,1,0
2410001,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,62,12,0
2410001,2021,2022,1.0,2.0,1,0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,63,12,1
2410001,2022,2023,2.0,1.0,1,0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,64,11,1
2410001,2023,2024,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,65,10,1
2410001,2024,2025,1.0,2.0,1,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,66,8,1
2410002,2020,2021,1.0,1.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,55,6,1
2410002,2021,2022,1.0,2.0,1,0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,56,6,1
2410002,2022,2023,2.0,1.0,1,0,3.0,1.0,0.0,7.0,1.0,1.0,1.0,57,9,1
2410002,2023,2024,1.0,1.0,0,0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,58,6,1
2410002,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,59,7,1
2410003,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,31,6,1
2410003,2021,2022,1.0,2.0,1,0,4.0,1.0,1.0,6.0,2.0,0.0,1.0,32,6,1
2410003,2022,2023,2.0,1.0,1,0,3.0,0.0,1.0,6.0,1.0,1.0,1.0,33,7,1
2410003,2023,2024,1.0,1.0,0,0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,34,10,1
2410003,2024,2025,1.0,1.0,0,0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,35,10,1
24140001,2020,2021,1.0,3.0,1,0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,49,10,1
24140001,2021,2022,3.0,3.0,0,0,4.0,1.0,1.0,8.0,1.0,0.0,1.0,50,8,1
24140001,2022,2023,3.0,1.0,1,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,51,8,1
24140001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,52,12,1
24140001,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,53,10,1
24140002,2020,2021,1.0,1.0,0,0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,46,6,1
24140002,2021,2022,1.0,1.0,0,0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,47,6,1
24140002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,48,8,1
24140002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,49,7,1
24140002,2024,2025,1.0,4.0,1,1,4.0,1.0,0.0,4.0,3.0,1.0,1.0,50,8,1
24140003,2021,2022,1.0,3.0,1,0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,18,1,0
24140003,2022,2023,3.0,1.0,1,0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,19,1,0
24140003,2023,2024,1.0,1.0,0,0,4.0,0.0,0.0,6.0,1.0,1.0,4.0,20,1,0
24140003,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,21,1,0
24150001,2020,2021,3.0,2.0,1,0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,60,8,1
24150001,2021,2022,2.0,2.0,0,0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,61,10,1
24150001,2022,2023,2.0,2.0,0,0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,62,10,1
24150001,2023,2024,2.0,2.0,0,0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,63,10,1
24150002,2020,2021,1.0,1.0,0,0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,58,5,1
24150002,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,59,5,1
24150002,2022,2023,1.0,1.0,0,0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,60,5,1
24150002,2023,2024,1.0,3.0,1,0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,61,6,1
24150002,2024,2025,3.0,3.0,0,0,4.0,1.0,1.0,11.0,4.0,1.0,1.0,62,1,0
24150003,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,28,5,1
24150003,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,11.0,4.0,1.0,1.0,29,6,1
24150003,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,30,1,0
24150003,2023,2024,1.0,3.0,1,0,4.0,1.0,0.0,11.0,1.0,1.0,1.0,31,1,0
24150003,2024,2025,3.0,3.0,0,0,4.0,1.0,1.0,11.0,1.0,1.0,1.0,32,5,1
24150004,2020,2021,3.0,3.0,0,0,2.0,0.0,1.0,11.0,7.0,1.0,1.0,25,5,1
24150004,2021,2022,3.0,3.0,0,0,4.0,1.0,1.0,11.0,1.0,0.0,1.0,26,1,0
24150004,2022,2023,3.0,2.0,1,0,4.0,1.0,1.0,7.0,4.0,1.0,1.0,27,6,1
24190002,2020,2021,2.0,2.0,0,0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,56,6,1
24190002,2021,2022,2.0,2.0,0,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,57,6,1
24190002,2022,2023,2.0,2.0,0,0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,58,6,1
24190002,2023,2024,2.0,2.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,59,6,1
24190002,2024,2025,2.0,2.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,60,6,1
24190005,2022,2023,1.0,1.0,0,0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,35,7,1
24190005,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,36,7,1
24190005,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,37,8,1
24200001,2020,2021,1.0,1.0,0,0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,40,6,1
24200001,2021,2022,1.0,1.0,0,0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,41,8,1
24200001,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,11.0,4.0,1.0,1.0,42,7,1
24200001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,43,8,1
24200001,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,44,8,1
24200002,2020,2021,1.0,1.0,0,0,4.0,1.0,1.0,7.0,4.0,1.0,5.0,38,1,0
24200002,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,6.0,1.0,1.0,1.0,39,5,1
24200002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,8.0,4.0,1.0,1.0,40,6,0
24200002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,7.0,6.0,1.0,4.0,41,9,1
24200002,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,42,6,1
24200003,2024,2025,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,15,1,0
2420001,2020,2021,3.0,3.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,61,9,1
2420001,2021,2022,3.0,3.0,0,0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,62,9,1
2420001,2022,2023,3.0,3.0,0,0,4.0,1.0,0.0,5.0,3.0,1.0,1.0,63,9,1
2420001,2023,2024,3.0,1.0,1,0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,64,10,1
2420001,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,65,10,1
2420002,2020,2021,3.0,3.0,0,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,54,8,1
2420002,2021,2022,3.0,3.0,0,0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,55,8,1
2420002,2022,2023,3.0,3.0,0,0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,56,7,1
2420002,2023,2024,3.0,1.0,1,0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,57,9,1
2420002,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,58,10,1
2420003,2020,2021,3.0,3.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,27,1,0
2420003,2021,2022,3.0,3.0,0,0,2.0,0.0,0.0,4.0,1.0,0.0,4.0,28,1,0
2420003,2022,2023,3.0,3.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,29,1,0
2420003,2023,2024,3.0,1.0,1,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,30,1,0
2420003,2024,2025,1.0,1.0,0,0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,31,1,0
2420004,2020,2021,3.0,3.0,0,0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,23,2,0
2420004,2021,2022,3.0,3.0,0,0,4.0,1.0,1.0,9.0,1.0,0.0,4.0,24,3,0
2420004,2022,2023,3.0,3.0,0,0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,25,3,0
2420004,2023,2024,3.0,1.0,1,0,4.0,0.0,0.0,5.0,1.0,1.0,1.0,26,2,0
2420004,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,27,3,0
24220001,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,54,6,1
24220001,2021,2022,1.0,1.0,0,0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,55,6,1
24220001,2022,2023,1.0,1.0,0,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,56,7,1
24220001,2023,2024,1.0,2.0,1,0,4.0,1.0,1.0,5.0,1.0,0.0,1.0,57,7,1
24230001,2020,2021,3.0,2.0,1,0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,79,4,1
24230001,2021,2022,2.0,2.0,0,0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,80,6,1
24230001,2022,2023,2.0,2.0,0,0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,81,3,0
24230001,2023,2024,2.0,1.0,1,0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,82,3,0
24230001,2024,2025,1.0,4.0,1,1,2.0,1.0,0.0,3.0,1.0,0.0,1.0,83,3,0
24230002,2020,2021,3.0,2.0,1,0,2.0,1.0,0.0,5.0,1.0,0.0,4.0,72,4,0
24230002,2021,2022,2.0,1.0,1,0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,73,6,1
24230002,2022,2023,1.0,2.0,1,0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,74,2,0
24230002,2023,2024,2.0,1.0,1,0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,75,2,0
24230002,2024,2025,1.0,4.0,1,1,2.0,1.0,0.0,4.0,1.0,0.0,1.0,76,4,0
24250001,2020,2021,3.0,1.0,1,0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,45,8,1
24250001,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,46,10,1
24250001,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,47,10,1
24250001,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,48,11,1
24250001,2024,2025,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,49,10,1
24250002,2020,2021,3.0,1.0,1,0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,45,7,1
24250002,2021,2022,1.0,1.0,0,0,4.0,1.0,0.0,6.0,3.0,1.0,1.0,46,6,1
24250002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,47,7,1
24250002,2023,2024,1.0,1.0,0,0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,48,7,1
24250002,2024,2025,1.0,1.0,0,0,4.0,1.0,0.0,6.0,1.0,1.0,1.0,49,6,1
24260001,2020,2021,1.0,1.0,0,0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,64,4,0
24260001,2021,2022,1.0,1.0,0,0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,65,4,0
24260001,2022,2023,1.0,3.0,1,0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,66,3,0
24260001,2023,2024,3.0,3.0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,67,3,0
24260001,2024,2025,3.0,2.0,1,0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,68,3,0
24270001,2024,2025,2.0,2.0,0,0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,71,3,1
24270002,2021,2022,1.0,1.0,0,0,4.0,1.0,1.0,5.0,2.0,0.0,1.0,65,4,1
24270002,2022,2023,1.0,1.0,0,0,4.0,1.0,1.0,10.0,2.0,1.0,4.0,66,1,0
24270002,2023,2024,1.0,2.0,1,0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,67,1,0
24270002,2024,2025,2.0,2.0,0,0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,68,2,0
24280001,2020,2021,2.0,1.0,1,0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,54,9,1
24280001,2021,2022,1.0,3.0,1,0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,55,10,1
24280001,2022,2023,3.0,1.0,1,0,4.0,0.0,0.0,6.0,3.0,1.0,1.0,56,11,1
24280001,2023,2024,1.0,1.0,0,0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,57,10,1
